type	index	image	round	question	A	B	C	D	answer
fs	14	data/figure/fs/银行-民生银行-利润拐点初显，息差有望企稳_page6_财务预测摘要.jpg,data/figure/fs/银行-中国银行-营收边际改善，息差企稳，质量稳健_page6_财务预测摘要.jpg,data/figure/fs/银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page12_图表16齐鲁银行盈利预测表.jpg,data/figure/fs/银行-江苏银行-2024年半年报点评：以量补价，不良压力略有提升_page1_财务预测与估值.jpg	4	根据齐鲁银行的资产负债表，2024年预计的贷款总额是多少？	342,220	324,220	300,119	340116	A
fs	14	data/figure/fs/银行-民生银行-利润拐点初显，息差有望企稳_page6_财务预测摘要.jpg,data/figure/fs/银行-中国银行-营收边际改善，息差企稳，质量稳健_page6_财务预测摘要.jpg,data/figure/fs/银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page12_图表16齐鲁银行盈利预测表.jpg,data/figure/fs/银行-江苏银行-2024年半年报点评：以量补价，不良压力略有提升_page1_财务预测与估值.jpg	5	根据齐鲁银行的资产负债表，2024年预计的存款余额是多少？	469,322	460,848	408,106	469322	A
fs	14	data/figure/fs/银行-民生银行-利润拐点初显，息差有望企稳_page6_财务预测摘要.jpg,data/figure/fs/银行-中国银行-营收边际改善，息差企稳，质量稳健_page6_财务预测摘要.jpg,data/figure/fs/银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page12_图表16齐鲁银行盈利预测表.jpg,data/figure/fs/银行-江苏银行-2024年半年报点评：以量补价，不良压力略有提升_page1_财务预测与估值.jpg	6	对比齐鲁银行和江苏银行的存款余额，哪一家银行的平均存款余额更高？	齐鲁银行	江苏银行	无法确定	无答案	A
fs	15	data/figure/fs/装修建材-尚品宅配-AI设计工厂落地，渠道积极下沉_page2_财务预测摘要.jpg,data/figure/fs/装修建材-索菲亚-公司信息更新报告：2024H1业绩平稳增长，盈利能力持续改善_page1_附财务预测摘要.jpg,data/figure/fs/装修建材-欧派家居-Q2利润靓丽，大家居龙头首推699套餐_page2_no_caption.jpg	1	根据欧派家居2023年的财务数据，其流动资产总额为多少？	4655	7402	16583	16255	C
fs	15	data/figure/fs/装修建材-尚品宅配-AI设计工厂落地，渠道积极下沉_page2_财务预测摘要.jpg,data/figure/fs/装修建材-索菲亚-公司信息更新报告：2024H1业绩平稳增长，盈利能力持续改善_page1_附财务预测摘要.jpg,data/figure/fs/装修建材-欧派家居-Q2利润靓丽，大家居龙头首推699套餐_page2_no_caption.jpg	2	根据索菲亚2023年的财务数据，其流动负债总额为多少？	2114	6246	8722	12057	B
fs	15	data/figure/fs/装修建材-尚品宅配-AI设计工厂落地，渠道积极下沉_page2_财务预测摘要.jpg,data/figure/fs/装修建材-索菲亚-公司信息更新报告：2024H1业绩平稳增长，盈利能力持续改善_page1_附财务预测摘要.jpg,data/figure/fs/装修建材-欧派家居-Q2利润靓丽，大家居龙头首推699套餐_page2_no_caption.jpg	3	根据尚品宅配2023年的财务数据，其营业总收入为多少？	4899.83	7448	12706	14977	A
fs	15	data/figure/fs/装修建材-尚品宅配-AI设计工厂落地，渠道积极下沉_page2_财务预测摘要.jpg,data/figure/fs/装修建材-索菲亚-公司信息更新报告：2024H1业绩平稳增长，盈利能力持续改善_page1_附财务预测摘要.jpg,data/figure/fs/装修建材-欧派家居-Q2利润靓丽，大家居龙头首推699套餐_page2_no_caption.jpg	4	根据欧派家居2023年的财务数据，其净利润为多少？	3059	3056	3466	4035	A
fs	15	data/figure/fs/装修建材-尚品宅配-AI设计工厂落地，渠道积极下沉_page2_财务预测摘要.jpg,data/figure/fs/装修建材-索菲亚-公司信息更新报告：2024H1业绩平稳增长，盈利能力持续改善_page1_附财务预测摘要.jpg,data/figure/fs/装修建材-欧派家居-Q2利润靓丽，大家居龙头首推699套餐_page2_no_caption.jpg	5	根据索菲亚2023年的财务数据，其每股收益（元)为多少？	1.17	1.38	1.52	1.67	B
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	1	根据宁水集团的资产负债表，哪一年的流动资产总额最高？	2024E	2023A	2025E	2026E	D
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	2	根据宁水集团的利润表，哪一年的营业利润最高？	2023A	2024E	2025E	2026E	D
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	3	根据宁水集团的主要财务比率，哪一年的毛利率最高？	2023A	2024E	2025E	2026E	A
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	4	根据普源精电的主要财务比率，哪一年的ROE最高？	2023A	2024E	2025E	2026E	D
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	5	根据普源精电的主要财务比率，哪一年的速动比率最低？	2023A	2024E	2025E	2026E	A
fs	16	data/figure/fs/仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page30_no_caption.jpg,data/figure/fs/仪器仪表-普源精电-普源精电2024年半年度报告点评：Q2利润承压，关注高端产品放量_page1_财务预测表.jpg	6	根据普源精电的主要财务比率，哪一年的每股收益（最新摊薄）最高？	2023A	2024E	2025E	2026E	D
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	1	根据资产负债表和利润表，2023年所有公司的流动资产总额是多少？	18454.55	25875	20973.87	4,363.05	C
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	2	根据资产负债表和利润表，2023年所有公司的流动负债总额是多少？	10366.84	12402.91	1,451	1,698.79	B
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	3	根据资产负债表和利润表，2023年五家公司的总资产总额是多少？	13,435	34057.84	46568	14,112	B
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	4	根据资产负债表和利润表，2023年净利润最高的公司的净利润是多少？	562.12	295	198	-295	A
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	5	根据资产负债表和利润表，2023年哈药股份公司的经营活动现金流是多少？	950	359	654	433	A
fs	17	data/figure/fs/化学制药-泽璟制药-ZG006有望重塑SCLC治疗面貌，公司在TCE赛道国内竞争优势显著_page2_no_caption.jpg,data/figure/fs/化学制药-仙琚制药-利润环比加速增长，经营趋势不断向好_page7_图表13仙琚制药财务报表预测.jpg,data/figure/fs/化学制药-博瑞医药-2024年中报点评：各业务保持良好增长，创新管线推进顺利_page1_博瑞医药三大财务预测表.jpg,data/figure/fs/化学制药-哈药股份-24H1扣非归母净利润同比+102%，看好工业业绩反转的持续性_page2_no_caption.jpg,data/figure/fs/化学制药-药石科技-公司信息更新报告：在手订单增速稳健，CDMO业务持续赋能全球客户_page1_附财务预测摘要.jpg	6	根据资产负债表和利润表，2023年博瑞医药公司的每股收益（摊薄)是多少元？	0.48	0.16	0.24	0.30	A
fs	18	data/figure/fs/工程机械-长盛轴承-长盛轴承2024半年度报告点评：业绩稳健增长，关注人形机器人产品进度_page1_财务预测表.jpg,data/figure/fs/工程机械-三一重工-2024年半年报点评：盈利能力稳步提升，海外拓展成果显著_page2_附表三一重工盈利预测表.jpg,data/figure/fs/工程机械-同力股份-2024年半年报点评：2024Q2业绩恢复、单季度利润创历史最高水平，新能源和无人驾驶方向取得较大进展_page3_附表同力股份盈利预测表.jpg	1	根据资产负债表和利润表，比较三一重工与长盛轴承的流动资产总额，以下为选项	三一重工更高	长盛轴承更高	两者相同	无法确定	A
fs	18	data/figure/fs/工程机械-长盛轴承-长盛轴承2024半年度报告点评：业绩稳健增长，关注人形机器人产品进度_page1_财务预测表.jpg,data/figure/fs/工程机械-三一重工-2024年半年报点评：盈利能力稳步提升，海外拓展成果显著_page2_附表三一重工盈利预测表.jpg,data/figure/fs/工程机械-同力股份-2024年半年报点评：2024Q2业绩恢复、单季度利润创历史最高水平，新能源和无人驾驶方向取得较大进展_page3_附表同力股份盈利预测表.jpg	2	根据现金流量表，分析三一重工与长盛轴承在经营活动现金流方面的差异，并选择正确答案	三一重工经营活动现金流显著高于长盛轴承	三一重工经营活动现金流显著低于长盛轴承	两者经营活动现金流大致相当	无法确定	A
fs	18	data/figure/fs/工程机械-长盛轴承-长盛轴承2024半年度报告点评：业绩稳健增长，关注人形机器人产品进度_page1_财务预测表.jpg,data/figure/fs/工程机械-三一重工-2024年半年报点评：盈利能力稳步提升，海外拓展成果显著_page2_附表三一重工盈利预测表.jpg,data/figure/fs/工程机械-同力股份-2024年半年报点评：2024Q2业绩恢复、单季度利润创历史最高水平，新能源和无人驾驶方向取得较大进展_page3_附表同力股份盈利预测表.jpg	3	结合主要财务比率，评估三一重工与长盛轴承的成长能力，以下为选项	三一重工成长能力更强	长盛轴承成长能力更强	两者成长能力相似	无法确定	A
